Country;Year;Month;Day;Coverage ratio;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
SE;2010;3;24;100;15910;15751;15734;15796;16120;16870;18473;20109;20144;19994;19927;19703;19348;19101;18844;18766;18584;18918;19478;19690;19221;18456;17406;16328
SE;2010;3;25;100;15748;15562;15487;15581;15757;16477;17999;19536;19955;19719;19531;19222;18974;18825;18707;18693;18470;18602;19143;19660;19068;18230;17220;16219
SE;2010;3;26;100;15624;15347;15241;15312;15512;16080;17540;19080;19396;19185;19092;18750;18318;17930;17559;17292;17079;17493;17858;18059;17339;16622;15935;15193
SE;2010;3;27;100;14624;14251;14194;14242;14329;14419;14684;15261;16081;16751;17145;17148;17153;17006;16837;16906;16994;17370;17921;17953;17147;16346;15902;15383
SE;2010;3;28;100;14921;14607;;14573;14398;14544;14786;14914;15523;16212;16657;16927;16965;16875;16845;16773;16849;17039;17322;17835;18075;17396;16529;15699
SE;2010;3;29;100;15049;14928;14902;14949;15228;15866;17608;19279;19913;19915;19930;19771;19485;19337;19147;19052;18785;18831;18740;19034;19324;18513;17606;16492
SE;2010;3;30;100;15789;15519;15426;15471;15730;16484;18096;19532;19890;19667;19479;19169;18793;18504;18250;18084;17700;17730;17819;18309;18697;18178;17164;16050
SE;2010;3;31;100;15412;15146;15034;15112;15291;15981;17673;19321;19858;19708;19796;19699;19560;19355;19180;19075;18726;18686;18564;18814;18984;18255;17214;16145
SE;2010;4;1;100;15428;15112;15019;15010;15130;15784;17367;18853;19511;19529;19509;19255;18845;18439;18052;17770;17532;17497;17333;17530;17871;17315;16483;15599
SE;2010;4;2;100;14913;14691;14546;14536;14589;14818;15097;15509;16067;16539;16701;16644;16397;16176;16001;15879;15855;15843;15736;16024;16576;16211;15677;15065
SE;2010;4;3;100;14673;14415;14314;14401;14562;14765;14824;15058;15447;15759;15734;15541;15227;14966;14699;14536;14504;14570;14564;14812;15548;15398;15073;14683
SE;2010;4;4;100;14345;14206;14094;14107;14233;14403;14373;14604;14968;15330;15502;15500;15368;15138;14933;14814;14889;15068;15226;15565;16182;15879;15388;14754
SE;2010;4;5;100;14292;14123;14052;14089;14109;14389;14707;15175;15838;16522;16923;17112;17055;16976;16776;16705;16673;16689;16748;16923;17344;16820;16070;15340
SE;2010;4;6;100;14839;14573;14500;14594;14844;15589;17213;18702;19233;19174;19146;19096;18784;18542;18287;18073;17840;17911;17768;17841;18143;17537;16534;15432
SE;2010;4;7;100;14770;14474;14379;14461;14576;15271;16667;18150;18534;18608;18627;18395;18058;17818;17578;17400;17092;17122;17065;17175;17639;17121;16184;15183
SE;2010;4;8;100;14692;14463;14412;14468;14646;15140;16373;17861;18248;18271;18172;18019;17832;17666;17469;17422;17350;17493;17479;17576;17809;17290;16193;15185
SE;2010;4;9;100;14501;14204;14136;14201;14381;15094;16511;18000;18543;18736;18806;18636;18319;17916;17449;17136;16770;16814;16643;16485;16637;16299;15619;14847
SE;2010;4;10;100;14294;13967;13864;13813;13908;14067;14212;14711;15311;15911;16143;16213;16178;16061;15943;15830;15860;16012;16033;16011;16336;16006;15414;14942
SE;2010;4;11;100;14492;14234;14101;14093;14157;14222;14204;14419;14895;15300;15356;15414;15208;15000;14793;14651;14608;14726;14901;15276;16029;16031;15328;14624
SE;2010;4;12;100;14209;13775;13831;13949;14208;14899;16585;18270;18607;18374;18131;17816;17443;17035;16672;16459;16000;16004;15865;15890;16616;16450;15505;14579
SE;2010;4;13;100;14060;13818;13779;13877;13945;14551;16076;17719;17965;17812;17673;17390;17108;16731;16553;16453;16062;16061;15815;15927;16402;16421;15501;14485
SE;2010;4;14;100;13936;13761;13737;13836;14075;14633;16332;17804;18146;18006;17819;17566;17212;16925;16595;16397;16092;16050;15851;15873;16412;16264;15311;14403
SE;2010;4;15;100;13841;13628;13575;13614;13804;14309;15877;17415;17623;17363;17273;17015;16780;16564;16379;16126;15976;16025;15881;15885;16265;16056;15150;14174
SE;2010;4;16;100;13502;13262;13139;13173;13352;13814;15431;17125;17556;17519;17562;17161;16727;16313;15971;15586;15284;15225;15012;14801;15054;15055;14575;13910
SE;2010;4;17;100;13438;13128;12965;12896;12862;12777;12901;13533;14284;14895;15169;15153;14971;14744;14547;14349;14217;14198;14182;14150;14398;14322;13813;13234
SE;2010;4;18;100;12793;12559;12384;12414;12408;12433;12443;12834;13314;14000;14242;14406;14423;14274;14081;13858;13989;14007;14202;14354;14904;15158;14448;13728
SE;2010;4;19;100;13231;13149;13186;13336;13554;14057;15653;17137;17362;17138;17082;16847;16548;16493;16204;16053;15684;15755;15516;15528;15969;16164;15209;14188
SE;2010;4;20;100;13675;13563;13463;13552;13856;14321;15794;17283;17290;16961;16870;16737;16610;16479;16314;16256;16115;16148;16098;16074;16296;16210;15200;14114
SE;2010;4;21;100;13616;13290;13310;13326;13531;14060;15696;17432;17976;17921;18024;17865;17782;17649;17462;17439;17115;17054;16864;16764;16876;16912;15841;14711
SE;2010;4;22;100;14099;13885;13803;13928;14134;14624;16158;17801;18163;17948;17989;17945;17708;17584;17366;17249;16985;16954;16704;16582;16739;16776;15777;14724
SE;2010;4;23;100;14103;13875;13840;13876;14138;14553;16121;17562;17825;17608;17506;17187;16832;16409;16127;15884;15679;15798;15655;15469;15476;15471;14798;14137
SE;2010;4;24;100;13638;13326;13206;13236;13301;13291;13505;13870;14411;14830;14855;14649;14426;14140;13842;13657;13672;13775;13711;13636;13883;14258;13945;13543
SE;2010;4;25;100;13171;12996;12926;12980;13101;12933;12947;12983;13306;13656;13824;13848;13767;13637;13469;13376;13391;13551;13735;13857;14208;14496;13864;13171
SE;2010;4;26;100;12719;12569;12507;12607;12843;13277;14918;16376;16642;16460;16370;16195;16052;15789;15629;15432;15132;15063;14842;14795;14941;15055;14062;13032
SE;2010;4;27;100;12417;12089;12078;12054;12230;12616;14362;16142;16610;16606;16651;16471;16291;16132;15950;15829;15606;15542;15409;15377;15477;15551;14604;13506
SE;2010;4;28;100;12904;12674;12644;12671;12799;13194;14848;16539;16876;16855;16923;16773;16604;16447;16346;16336;16078;16151;16058;15952;15932;15748;14771;13610
SE;2010;4;29;100;12900;12594;12522;12493;12628;12968;14517;16246;16662;16646;16694;16606;16453;16132;15968;15709;15448;15338;15099;14997;15140;15282;14364;13333
SE;2010;4;30;100;12700;12314;12127;12160;12167;12470;13990;15694;16218;16246;16281;16125;15839;15497;15188;14941;14793;14822;14453;14009;13783;13808;13341;12752
SE;2010;5;1;100;12226;11955;11786;11719;11688;11458;11666;12166;12815;13465;13785;13957;13957;13818;13702;13686;13777;13852;13859;13762;13705;13876;13623;13137
SE;2010;5;2;100;12690;12503;12457;12343;12382;12179;12291;12474;12928;13371;13664;13816;13784;13652;13416;13374;13365;13502;13504;13703;13863;14271;14000;13264
SE;2010;5;3;100;12852;13148;13276;13401;13600;14019;15609;16970;17239;17087;17048;16970;16806;16646;16506;16465;16195;16169;15962;15892;15868;16006;15413;14393
SE;2010;5;4;100;13709;13413;13351;13413;13523;13915;15509;17047;17357;17261;17191;17126;17092;16873;16754;16770;16581;16559;16452;16429;16264;16506;15801;14760
SE;2010;5;5;100;14131;13932;13894;13941;13967;14369;16047;17550;17823;17645;17629;17412;17302;17150;16931;16887;16506;16362;16141;15935;15904;16225;15623;14655
SE;2010;5;6;100;14037;13863;13852;13943;13968;14275;15789;17179;17461;17350;17307;17195;16933;16728;16591;16514;16211;16053;15827;15842;15790;15976;15464;14458
SE;2010;5;7;100;13785;13471;13401;13374;13420;13770;15492;17142;17570;17592;17534;17471;17124;16805;16458;16188;15866;15942;15742;15396;15089;15079;14677;13989
SE;2010;5;8;100;13444;13220;13059;12974;12873;12741;13031;13692;14504;15145;15532;15667;15648;15577;15418;15330;15430;15505;15434;15283;15142;15140;14683;13975
SE;2010;5;9;100;13519;13196;13057;13010;12989;12730;12961;13375;13960;14519;14892;14990;14929;14780;14546;14441;14474;14622;14803;14866;14820;14925;14520;13782
SE;2010;5;10;100;13278;13044;12904;12967;12944;13371;15197;16955;17635;17729;17735;17739;17618;17468;17261;16999;16663;16574;16230;15970;15896;16087;15563;14567
SE;2010;5;11;100;13996;13810;13748;13841;13880;14221;15738;17156;17494;17268;17218;17208;16947;16635;16502;16393;16076;16011;15733;15512;15507;15570;15237;14348
SE;2010;5;12;100;13868;13596;13573;13721;13700;14036;15542;17101;17505;17530;17473;17482;17453;17264;17000;16847;16557;16611;16292;16079;15835;15658;15041;14068
SE;2010;5;13;100;13248;12901;12757;12634;12598;12553;13082;13724;14375;15070;15468;15673;15620;15418;15290;15115;15038;15119;15148;14940;14747;14764;14292;13453
SE;2010;5;14;100;12754;12373;12307;12241;12157;12269;13151;14433;15320;15735;15907;15807;15637;15443;15193;15014;14852;14880;14683;14390;14027;13962;13629;12903
SE;2010;5;15;100;12350;12027;11769;11578;11460;11297;11567;12113;12939;13718;14042;14126;14086;13924;13624;13342;13292;13380;13366;13155;12898;12975;12881;12251
SE;2010;5;16;100;11739;11508;11355;11154;11069;10865;11092;11608;12256;12911;13503;13854;13908;13773;13658;13541;13566;13767;14006;14050;14027;14015;13767;12956
SE;2010;5;17;100;12358;12088;12090;11896;11896;12394;14151;15809;16352;16331;16557;16496;16307;16031;15888;15813;15390;15291;14994;14782;14583;14615;14249;13211
SE;2010;5;18;100;12529;12004;11888;11809;11696;12099;13668;15377;15803;15774;15683;15730;15675;15551;15444;15429;15051;14937;14615;14324;14116;13988;13557;12517
SE;2010;5;19;100;11842;11704;11561;11426;11304;11715;13418;15144;15809;15832;16030;16050;15987;15819;15712;15619;15288;15224;14953;14645;14487;14269;13837;12869
SE;2010;5;20;100;12784;11749;11565;11565;11396;11727;13471;15237;15771;15818;15908;15886;15888;15864;15753;15710;15340;15087;14745;14516;14306;14213;13815;12759
SE;2010;5;21;100;12005;11645;11471;11352;11077;11431;13106;14835;15623;15840;16031;16010;15865;15579;15125;14840;14382;14354;14054;13598;13150;12958;12880;12293
SE;2010;5;22;100;11672;11391;11151;10919;10650;10557;10879;11616;12387;13045;13346;13395;13267;13087;12824;12666;12661;12803;12667;12470;12267;12274;12416;11889
SE;2010;5;23;100;11468;11086;10922;10743;10480;10245;10485;11028;11749;12456;12949;13147;13290;13169;13079;13060;13105;13235;13250;13244;13201;13072;13114;12355
SE;2010;5;24;100;11749;11494;11494;11455;11353;11736;13425;15107;15753;15807;16064;16108;16010;15769;15700;15523;15266;15201;14909;14649;14521;14392;14157;13108
SE;2010;5;25;100;12486;11942;11855;11798;11618;12030;13713;15625;16437;16432;16472;16542;16488;16322;16228;16175;15731;15638;15477;15248;14946;14776;14477;13556
SE;2010;5;26;100;12783;12443;12243;12171;12139;12503;14218;15913;16203;16199;16369;16358;16197;16055;15798;15824;15344;15363;15018;14798;14547;14579;14451;13513
SE;2010;5;27;100;12727;12473;12440;12327;12202;12589;14027;15578;16201;16128;16103;16154;16082;15948;15761;15630;15257;15194;15025;14776;14591;14354;14133;13143
SE;2010;5;28;100;12612;12282;12193;12092;11974;12410;14029;15667;16352;16382;16410;16297;16161;15728;15410;15054;14818;14752;14543;14185;13749;13516;13414;12836
SE;2010;5;29;100;12098;11767;11478;11485;11215;11164;11579;12142;12935;13545;13945;14017;13816;13586;13307;13114;13142;13259;13195;12996;12822;12573;12688;12477
SE;2010;5;30;100;12025;11720;11519;11304;11082;10970;11121;11425;12048;12681;13038;13174;13268;13087;12890;12867;12982;12888;13025;13061;13031;12952;12859;12364
SE;2010;5;31;100;11898;12228;12201;12028;12074;12539;14241;15970;16458;16544;16608;16624;16495;16416;16294;16225;15902;15813;15367;15077;14809;14493;14327;13606
SE;2010;6;1;100;12804;12020;12365;12315;12215;12582;13506;15045;15550;15540;15837;15780;15707;15535;15448;15333;15034;14904;14559;14346;14132;13820;13613;12817
SE;2010;6;2;100;12183;11940;11824;11742;11573;11992;13638;15124;15553;15601;15695;15753;15698;15566;15405;15375;15098;14865;14441;14149;13911;13661;13418;12648
SE;2010;6;3;100;11999;11713;11552;11326;11115;11557;12974;14447;15108;15235;15332;15318;15340;15181;15162;15091;14689;14669;14413;14108;13833;13612;13369;12708
SE;2010;6;4;100;12080;11685;11548;11392;11222;11666;13215;14825;15355;15550;15651;15531;15291;14983;14702;14419;14064;13893;13564;13223;12796;12519;12465;12237
SE;2010;6;5;100;11744;11361;11236;10966;10743;10707;11009;11480;12246;12863;13125;13161;13129;12960;12791;12719;12690;12764;12670;12491;12212;12021;12158;11883
SE;2010;6;6;100;11558;11251;11220;10879;10708;10592;10760;11370;11792;12336;12589;12855;12829;12754;12660;12661;12722;12894;12862;12889;12814;12619;12504;12039
SE;2010;6;7;100;11622;11411;11324;11236;11105;11625;13338;15036;15686;15828;16053;16069;16035;15911;15856;15854;15459;15420;15221;15000;14618;14258;13784;12959
SE;2010;6;8;100;12339;11992;11856;11731;11517;11932;13518;15090;15539;15558;15743;15808;15801;15731;15668;15530;15277;15152;14850;14646;14356;14164;13756;13026
SE;2010;6;9;100;12378;12019;11949;11792;11628;12016;13628;15174;15727;15860;16055;16028;15976;15806;15776;15666;15221;15151;14845;14614;14344;13957;13648;12974
SE;2010;6;10;100;12198;11837;11754;11629;11446;11893;13557;15170;15622;15803;15937;15961;15880;15776;15633;15586;15277;15182;14751;14561;14289;13947;13624;12873
SE;2010;6;11;100;12202;11821;11630;11487;11485;11900;13524;15220;15778;15908;16100;16064;15953;15713;15343;15158;14815;14655;14292;13920;13532;13184;12925;12320
SE;2010;6;12;100;11858;11556;11380;11207;10981;11002;11340;11836;12619;13272;13687;13884;13917;13789;13630;13473;13483;13513;13551;13323;13061;12843;12748;12362
SE;2010;6;13;100;11869;11618;11367;11037;10804;10688;11048;11408;12031;12669;13069;13343;13295;13264;13255;13200;13257;13344;13348;13477;13376;13106;12932;12485
SE;2010;6;14;100;11932;11006;10920;10900;10808;11266;12727;14121;14803;14994;15237;15253;15318;15286;15122;15009;14606;14471;14110;13851;13534;13224;12898;12299
